<Taxa>	PROTEIN	ARGININE	CYSTEINE	ISOLEUCINE	LEUCINE	LYSINE	METHIONINE	THREONINE	TRYPTOPHAN	VALINE	OIL	OLEIC	LINOLEIC	LINOLENIC	PALMITIC	STEARIC	STACHYOSE	SUCROSE
PI437888A	46.6	7.5	1.4	4.5	7.4	6.2	1.4	3.3	1.2	5	19.9	25.8	49.9	8.2	11.8	4.1	2.7	1.7
PI437891	43.6	7.6	1.5	5.2	8.2	6.6	1.4	3.6	1.3	4.9	20.1	23.3	54.2	10.6	11.2	3.9	3.1	4.6
PI437893	48.6	7.85	1.41	4.93	7.94	6.59	1.4	3.57	1.26	5.12	18	24.9	53.4	7.4	7.3	4.1	2.3	0.7
PI437895B	45	7.6	1.4	4.9	7.7	6.5	1.4	3.6	1.3	5.1	19.9	23.2	54.2	9.4	12	4	2.9	2.4
PI437897	45.2	7.49	1.48	4.57	7.44	6.32	1.4	3.54	1.23	4.94	19.8	24.7	54	5.8	10	4	2.6	2.2
PI437898	47.6	7.51	1.33	4.57	7.42	6.41	1.3	3.51	1.15	5.02	17.5	23.4	54	6.8	8.7	4.7	2.2	2.4
PI437902D	43.3	7.5	1.5	4.8	8.3	6.5	1.5	3.7	1.3	4.9	20.4	24.9	53.3	10	11.1	4	3.3	4.6
PI437903	39.2	7.55	1.47	4.96	8.1	6.6	1.5	3.97	1.12	5.17	20	25.8	53.6	5	10.2	5	2.9	7.3
PI437909A	41.5	7.8	1.6	5.1	8.1	6.9	1.4	3.8	1.3	5.1	20.1	21.2	54.5	8.3	9.5	4.5	2.8	4.3
PI437910A	45.3	7.4	1.5	4.6	7.8	6.4	1.4	3.5	1.3	5.1	20.3	23.9	52.1	10.2	11.5	4.2	3.2	2.7
PI437910B	45.8	7.3	1.4	4.4	7.5	6.3	1.4	3.4	1.2	5	19	22.8	51.3	10.2	11.8	3.7	2.5	2.7
PI437910C	44.6	7.8	1.6	4.9	7.9	6.6	1.4	3.7	1.3	5.1	19.9	20.7	54.4	8.3	8.7	4.3	2.2	2
PI437911	43.9	7.7	1.5	4.9	7.7	6.6	1.4	3.8	1.3	5.2	20.1	23.1	52.2	9.8	11.2	3.9	2.8	1.2
PI437912	45.6	7.5	1.5	4.4	7.6	6.4	1.4	3.5	1.3	5.1	20.9	26.6	50.8	8.5	11.2	4	2.8	1.9
PI437914	44.2	7.9	1.6	4.9	8	6.8	1.5	3.7	1.3	5.1	19.7	23.2	52.8	9.1	10.8	4.4	2.4	2.4
PI437920A	42.3	7.1	1.4	4.7	7.7	6.4	1.4	3.6	1.3	4.9	24.4	28.5	52.4	4	9.7	4	1.1	2.2
PI437920B	42.2	7.3	1.4	4.5	7.4	6.4	1.4	3.6	1.1	5.2	20.7	27	53	6	10	5.1	3	3.6
PI437920C	45.2	7.7	1.5	4.5	7.7	6.5	1.3	3.5	1.2	5	19.6	22.8	56.2	5.9	9.1	4.2	2.1	2.5
PI437930	45	7.6	1.5	4.5	7.6	6.4	1.3	3.7	1.2	5	20.2	22.7	52.9	8.3	11.2	4.2	2.3	2.4
PI437934A	46.9	7.7	1.4	4.8	7.6	6.5	1.4	3.4	1.2	4.9	18.9	25	54.2	5.8	8.7	4.7	2.2	1.6
PI437937	43.2	9.1	1.3	6	8.4	5.7	1.9	3.5	1.5	5.6	20.9	25.5	56.3	6	11.6	4.1	2.9	4.5
PI437941	45.5	7.7	1.4	4.9	7.6	6.5	1.4	3.6	1.2	4.8	19.3	22.5	55.2	8.1	11.7	3.6	3	1.9
PI437944	44.6	7.15	1.28	4.77	8.06	5.45	1.1	3.16	1.27	4.59	15.8	21.7	58.2	5.7	10	3.8	2.3	3.9
PI437950	45.9	8.08	1.29	5.44	8.24	6.04	1.3	3.71	1.37	5.12	18.2	21.5	55.9	7.2	7.9	3.8	2.2	1.2
PI437952	43.9	7.9	1.5	5	7.9	6.7	1.4	3.8	1.3	5.1	19.7	21.7	54.4	8.8	7.5	4.4	2.4	2.1
PI437955A	43.8	7.6	1.6	4.7	7.7	6.5	1.4	3.7	1.3	5	19.8	21.7	54.2	8.4	10.7	4.7	2.4	3.2
PI437955B	45.8	7.5	1.5	4.4	7.3	6.3	1.3	3.5	1.2	4.9	19.9	26.1	52	6.6	11.6	4.9	2.2	2.2
PI437957A	45.8	7.5	1.4	4.6	7.7	6.5	1.4	3.5	1.3	5.3	20.2	28	51.7	8.5	11.3	4	2.8	1.4
PI437963	44.9	7.3	1.4	4.4	7.5	6.4	1.3	3.5	1.3	4.9	21.1	23.3	51.1	8.5	11.2	3.6	2.5	1
PI437966	44.2	7.9	1.5	4.8	7.7	6.7	1.4	3.7	1.3	5.2	19.3	26.2	51.1	6.4	10.5	4.3	2.1	1.8
PI437967	45.9	7.5	1.5	4.5	7.5	6.3	1.4	3.5	1.3	5	18.1	20.7	54.3	9.1	11	4.2	2.1	2.4
PI437969	41.7	7.8	1.6	4.8	7.9	6.7	1.4	3.8	1.3	5.1	21.8	26.8	51	6.1	9.6	4.5	2.2	3.2
PI437972	42.6	7.6	1.6	5	8	6.8	1.4	3.7	1.4	5.3	21.1	23.4	54.1	9	11.3	4.3	3	2.3
PI437975A	47.2	7.9	1.6	4.8	7.9	6.8	1.4	3.6	1.4	5.1	18.5	22.9	54.4	7.5	7.8	4.4	2.1	1.4
PI437978	42.2	7.3	1.5	4.6	7.8	6.4	1.4	3.7	1.4	4.9	22.8	23.3	52.7	7.4	11.2	4.7	2.3	2.2
PI437980	45.5	7.7	1.5	4.7	7.9	6.6	1.4	3.5	1.2	5.1	19.4	22.4	55.5	6.6	11.5	4.5	2.2	2.2
PI437981	41.9	7.8	1.6	4.9	8.3	6.9	1.4	3.8	1.3	5.1	20	20.9	55.1	8.5	10.3	4.4	2.6	5
PI437982	44.6	8.1	1.5	5.4	7.9	6.5	1.7	3.4	1.2	4.9	17.9	23	56.3	6.6	10.7	4.4	2.7	2.2
PI437983	45	7.5	1.6	4.5	7.6	6.4	1.4	3.6	1.3	5.1	20.3	23.7	51	9.5	11.4	4.7	3.1	2.8
PI437984	41.1	7.9	1.6	5.1	8.2	6.8	1.4	3.8	1.4	5.2	21.8	21.6	57.5	7.9	10.6	3.9	2.6	4
PI437986	44.2	8.1	1.5	5.2	8	6.8	1.4	3.7	1.3	5.2	20.6	23.9	53.8	6.9	10.3	3.9	2.7	2.8
PI437987	43.4	7.9	1.6	4.9	8.4	6.8	1.4	3.7	1.3	5.2	19.6	22.8	55.2	6.7	10.1	4.4	2.3	3.5
PI437988	42.1	7.6	1.5	4.9	8	6.8	1.4	3.7	1.3	5.2	20.7	21.2	58.3	6.6	11.5	4.2	2.4	2.9
PI437989	46.1	7.5	1.6	4.5	7.6	6.3	1.5	3.7	1.4	5	20.2	22.9	51.3	10.1	11.2	4.2	3.1	2.5
PI437991A	43	7.6	1.6	5	7.7	6.7	1.5	3.6	1.2	5.1	21.9	25.9	51.3	9.5	11.4	4.2	2.9	2.3
PI437991B	44.1	7.74	1.49	4.6	7.99	6.55	1.5	3.69	1.29	5.3	21.3	21.8	54.2	8	10.6	4.5	3.7	5.2
PI437995B	45	7.9	1.7	5	7.9	6.6	1.4	3.7	1.4	5.1	21.1	23.5	52.9	8.5	8.9	4.2	2.2	2.5
PI437998	44.8	7.3	1.4	4.4	7.5	6.3	1.3	3.5	1.2	5	19.1	21.3	53.3	11	10.6	3.8	2.7	3.5
PI437999	43.9	7.3	1.5	4.7	7.6	6.6	1.4	3.5	1.1	4.8	21.2	24.6	55.4	4.7	10.6	4	2.4	2.7
PI438009	43.2	8	1.6	5.2	8	6.8	1.4	3.9	1.3	5.3	19.8	21.5	54.3	10.1	10.7	4.6	2.6	2.6
PI438010	46.4	7.4	1.5	4.6	7.6	6.4	1.4	3.6	1.3	5.1	20.8	23.8	53.7	9.5	10.9	3.8	3.2	1.7
PI438015	43.8	7.3	1.5	4.6	7.7	6.4	1.4	3.6	1.2	5.1	20.8	23.3	52.4	9.8	11.3	3.9	2.8	1.1
PI438017	46.7	7.4	1.4	4.4	7.6	6.4	1.3	3.4	1.2	4.9	17.8	23.8	53.9	8.5	9.5	4.6	2.4	3.6
PI438018	40.6	7.6	1.6	5	8	6.7	1.5	3.9	1.4	5	22.7	23.9	52.7	7.3	9.5	3.9	2.6	4.1
PI438020	47.4	7.2	1.4	4.2	7.4	6.2	1.4	3.2	1.3	5	19.8	27.9	51.6	8.6	11.6	4.2	2.9	2.3
PI438022	46	7.4	1.5	4.4	7.4	6.2	1.4	3.5	1.3	5	18.5	22.9	52.8	10.4	11.2	3.4	2.7	2.7
PI438023	44.1	7.6	1.5	4.6	7.8	6.5	1.4	3.6	1.3	5.1	19.1	23.4	52.8	8.9	10.5	4.5	2.7	3.4
PI438033	44.2	7.6	1.3	5	8	5.8	1.2	3.3	1.3	4.7	17.8	23.1	56.9	6.6	10.8	4	1.9	2
PI438035	45.3	7.5	1.4	4.4	7.6	6.4	1.3	3.5	1.2	5.1	19.2	21.5	51.6	11.1	10.9	3.4	2.5	2.9
PI438038	44.8	7.6	1.4	4.5	7.7	6.6	1.4	3.5	1.2	5.4	20.4	23.8	53.9	7.8	11.5	4.4	2.9	2.2
PI438040	45.6	7.4	1.5	4.6	7.1	6.3	1.4	3.3	1.1	4.9	18.9	23.8	52.8	10.4	12	4.1	2.9	3.4
PI438041	47.9	7.6	1.6	4.5	7.8	6.3	1.5	3.7	1.4	5	19.4	22.6	54	9.7	11.3	4	2.9	1.4
PI438042	41.5	7.4	1.7	4.9	8	6.5	1.5	3.8	1.5	4.9	22.8	23.7	52.7	7.9	10.3	4	2.3	2.6
PI438047	43.6	7.61	1.45	4.76	8.26	6.56	1.5	3.67	1.26	5.3	20.1	24.5	52.2	6.9	9.9	4.5	3.5	4.6
PI438050A	43.7	7.67	1.5	4.61	7.94	6.5	1.5	3.69	1.3	5.26	21.2	22.1	54.3	6.6	9.8	4.5	3.9	4.6
PI438050B	46.8	7.6	1.5	4.5	7.6	6.4	1.4	3.6	1.3	5	19.8	23.5	51.8	9.6	11.5	4.1	2.8	2.5
PI438052	45.3	7.7	1.5	4.9	7.9	6.6	1.4	3.6	1.3	5.1	19.8	24.7	52.9	6.3	9.3	4.3	2.5	2
PI438057	48.3	7.6	1.36	4.48	7.58	6.44	1.4	3.31	1.21	5.07	17.4	26.9	53.8	6.5	7.7	4.3	3.1	2.8
PI438059	42.4	7.7	1.6	4.8	8	6.6	1.5	3.9	1.4	5.1	22.1	25	52.3	6.2	10.1	4.2	2.2	3.3
PI438061	47.1	7.6	1.34	4.52	7.41	6.44	1.3	3.49	1.19	5.02	18.3	25	54.4	5.5	7.2	4.5	2.4	1.8
PI438062	44.5	7.7	1.4	4.8	8.1	6.6	1.4	3.7	1.3	5.1	19.1	23.4	55.4	11.1	11.8	3.6	3.2	4.2
PI438075	42.2	7.51	1.52	4.72	8.04	6.55	1.4	3.73	1.22	5.17	20.1	23.8	54.3	6.3	9.6	4.7	2.8	5.6
PI438078	44.5	7.6	1.7	4.8	8	6.5	1.4	3.7	1.4	5	22.1	23.2	54.3	8.1	9.4	4	2.2	2.1
PI438079	44	7.8	1.6	4.9	8.2	6.6	1.4	3.8	1.4	5	20.9	24.8	52.3	10.2	11.9	3.9	3	3.5
PI438084	41.4	7.61	1.49	4.81	7.58	6.33	1.4	3.82	1.27	5.24	20.8	25.2	54.3	6.1	8.5	4.3	2.6	2.8
PI438091	46.2	7.6	1.5	4.6	7.9	6.5	1.4	3.4	1.3	5	18	23.2	53.7	8.3	9.1	4.5	2.4	3.1
PI438095	44	7.7	1.6	4.7	7.9	6.6	1.4	3.6	1.3	4.9	19.9	21.2	54	8.9	9.3	4.5	2.4	3.3
PI438099	46.6	7.7	1.5	4.7	7.8	6.6	1.4	3.5	1.3	5	17.7	20.8	53.7	9.6	10.2	4	2.2	2.3
PI438100	46.7	7.9	1.5	4.9	7.8	6.6	1.4	3.6	1.3	5	18.7	22.5	54.4	8.4	8.1	4.3	2.3	1.5
PI438101	43.9	7.69	1.43	4.85	8.23	6.68	1.5	3.62	1.19	5.33	19.3	25	52.9	5.7	9.8	4	2.8	4.6
PI438102	46.5	7.66	1.44	4.59	7.77	6.52	1.4	3.49	1.21	5.21	18.9	22.7	55.9	5.9	8.9	4.6	3	2.1
PI438103	44.9	7.32	1.53	4.45	7.61	6.36	1.4	3.47	1.26	4.96	20.4	23.1	54.4	6.3	7.7	4.2	2.2	2.7
PI438105A	45.3	7.9	1.6	4.9	7.9	6.7	1.4	3.6	1.3	5	20.1	25.7	51.5	6.7	8.8	4.3	2.2	1.9
PI438108	42.1	7.8	1.6	4.8	8.1	6.8	1.5	3.9	1.3	5.2	21.1	22.9	53.7	8.6	10.3	4.7	3.4	3.2
PI438109C	45.9	7.47	1.51	4.49	7.85	6.36	1.4	3.53	1.24	4.95	17.8	20.5	54.4	7.9	9.7	3.9	2.2	2.9
PI438116	45.6	7.9	1.5	4.8	7.8	6.6	1.4	3.6	1.3	5.1	19.2	24.1	52.2	8.5	10.1	4.5	2.2	1.8
PI438119	46	7.6	1.5	4.5	7.6	6.5	1.4	3.5	1.2	5	19.6	31.7	50.5	4.6	8.5	4.7	1.9	2.5
PI438124A	44	7.7	1.5	4.7	8	6.6	1.4	3.7	1.4	5.2	20.1	26.8	49.4	9.1	11.7	4.1	3.1	3.1
PI438124B	42.1	7.7	1.5	4.8	8.3	6.8	1.4	3.8	1.3	5.1	19.4	24.6	51.5	9.7	10.7	4.1	3.7	5.9
PI438126	43.8	7.2	1.4	4.4	7.4	6.4	1.3	3.5	1.2	5	20.4	25.3	49.9	6.4	12	4.4	2.9	2.9
PI438128A	44	7.5	1.4	4.6	7.9	6.4	1.3	3.6	1.4	5	21.4	32.1	50.4	6.3	10.7	4.4	2.8	2.1
PI438128B	41.4	7.6	1.6	4.8	7.8	6.6	1.4	3.8	1.4	4.9	22.2	27.4	52.7	5.4	7.7	4.2	2.4	3.7
PI438134	45.3	7.7	1.6	4.8	7.9	6.6	1.4	3.7	1.3	5	19.1	21.3	54.3	8.8	7.3	4.1	2.2	2.2
PI438137A	50.6	7.5	1.6	4.5	7.8	6.5	1.5	3.3	1.4	4.7	16.5	21.5	54.7	9	8.1	4	2.1	2.9
PI438140	45.5	7.7	1.5	4.7	7.8	6.6	1.4	3.6	1.3	5	18.8	23.1	53.7	7.9	9	4.5	2.4	2.7
PI438145	44.8	7.6	1.5	4.6	7.6	6.5	1.4	3.5	1.2	5.1	19.4	27.2	51.5	5.4	9.1	4.8	2.2	3.1
PI438146	43	7.6	1.5	4.6	7.7	6.6	1.4	3.6	1.2	4.9	20.8	25.9	51.6	6	10	4.5	2.5	3
PI438150	43.2	7.5	1.5	4.6	7.9	6.4	1.4	3.6	1.4	5.1	21.3	29	49	8.4	11	4.5	2.6	2
PI438151	45.7	7.7	1.5	4.6	7.9	6.5	1.5	3.7	1.4	5.1	19.6	23.7	52.6	9.1	11.3	4.3	2.8	0.8
PI438153	43.3	7.42	1.4	4.69	7.76	6.74	1.5	3.57	1.03	4.6	18	21.1	55.3	6.9	8.4	4.8	2.7	5.8
PI438154	44.3	7.7	1.5	4.7	8	6.5	1.4	3.7	1.3	5.1	19.7	24.5	50.1	9.5	11.9	4.4	3	3.7
PI438155	46.5	7.5	1.4	4.4	7.6	6.4	1.3	3.5	1.2	5	18.2	22.7	50.7	10.6	11.5	3.9	2.6	3
PI438156	43.5	7.5	1.3	4	8.1	5.4	1.2	3.2	1.4	4.6	17.4	23.2	53.6	8.8	12.7	4.1	2.9	3.8
PI438159	44.5	7.84	1.3	5.12	8.09	6.81	1.5	3.56	1.08	4.56	18	21.8	57.3	7.2	12.2	4.5	4	6.3
PI438161	41.6	8	1.6	5	8.1	6.8	1.4	3.9	1.3	5.3	20.5	23.3	53.8	7.8	9.7	4.7	2.3	3.2
PI438163	41.3	7.7	1.6	4.9	8.2	6.7	1.5	3.8	1.3	5.1	21	25.1	52.4	7.7	10	4.6	2.8	4.3
PI438166A	45.2	7.6	1.5	4.4	7.4	6.3	1.4	3.5	1.2	5	20.2	28.2	47.8	8.7	11.4	5.1	2.3	2.5
PI438166B	42.1	7.6	1.7	4.9	8.1	6.6	1.4	3.8	1.4	5.1	21.9	24.5	51.7	6.3	11	4.1	2.3	3.2
PI438173	47.3	7.57	1.49	4.52	7.82	6.42	1.5	3.37	1.28	5.05	20.5	27.2	54.1	5.1	7.2	4.4	2.2	1.1
PI438174	40.2	7.5	1.5	4.9	7.9	6.5	1.5	3.8	1.3	5.2	21.2	26.1	52.4	7.2	9.6	4.4	2.9	3.8
PI438177	43.5	7.57	1.52	4.65	7.74	6.47	1.4	3.69	1.31	5.06	19.3	22.5	54.3	6.7	8.9	4.3	2.4	2.9
PI438179	40.8	7.8	1.6	5.1	7.9	6.7	1.5	3.9	1.4	5.3	22	25.3	52.5	7.9	10.4	4.3	2.7	2.8
PI438181B	43.9	7.7	1.5	4.8	8.3	6.6	1.4	3.6	1.3	5.1	19.3	24.6	52.8	9.2	11.5	4	2.9	4.6
PI438184	42.4	7.5	1.6	4.8	8.1	6.5	1.5	3.7	1.4	5.1	21.6	27.1	53.9	9.4	10.7	3.9	3	3.4
PI438185	45.3	7.44	1.48	4.5	7.84	6.34	1.4	3.48	1.25	5.13	20.6	24.1	54.4	6	6.2	4	2.5	2.5
PI438189	47.4	7.5	1.5	4.4	7.6	6.3	1.4	3.5	1.4	4.9	19.7	23.6	51.4	9.1	11.5	4.2	2.6	0.7
PI438192	47.6	7.68	1.44	4.52	7.54	6.4	1.4	3.48	1.24	5.17	17.6	24.8	55.2	6.6	7.2	4.1	1.7	2.5
PI438194	41.1	7.3	1.5	4.7	8	6.4	1.4	3.8	1.3	5.1	21.4	27.2	49.8	8.9	10.4	4.2	3	4.7
PI438196	41.7	7.3	1.7	4.7	7.8	6.5	1.4	3.8	1.4	4.9	22.1	25	51.5	4.9	10	4	2.1	3.4
PI438200	43.7	7.7	1.6	4.8	8.1	6.6	1.5	3.8	1.4	5.2	20.9	24.7	51.9	9.5	11	4.2	3.3	2.3
PI438204	46.8	7.3	1.4	4.3	7.4	6	1.4	3.5	1.3	4.8	18.9	23	51.3	9.6	11.7	3.7	3.5	2.9
PI438205	40.9	7.6	1.6	4.9	8.5	6.6	1.5	3.9	1.4	5.1	20.8	23.8	53.1	10.5	11.1	4.4	3.2	5.3
PI438207A	43.4	7.7	1.6	4.9	8	6.7	1.5	3.7	1.4	5	21.1	23.2	52.6	9.2	10.8	4.3	2.7	3.4
PI438207B	45.2	7.5	1.5	4.5	7.6	6.4	1.4	3.5	1.3	5	19.5	24	53.8	7	8.5	4.5	2.4	3.2
PI438208	44.5	7.5	1.4	4.7	7.8	6.6	1.4	3.6	1.2	5	18.8	22	51.7	10.9	11.2	3.5	2.7	3.2
PI438210	45.8	7.4	1.4	4.4	7.6	6.3	1.3	3.4	1.2	5	17.3	21.6	53.8	8.8	9.8	4.3	2.9	4.4
PI438212A	42.9	7.7	1.5	4.9	7.8	6.5	1.4	3.7	1.3	5	21	23.4	54	6.8	10.1	4.3	2.8	3.6
PI438214	45.6	7.58	1.51	4.47	7.84	6.52	1.4	3.53	1.23	5.04	18.5	22.5	54.7	6.6	9.1	4.2	2.1	2.4
PI438217	43	7.7	1.5	4.9	8.3	6.6	1.5	3.9	1.4	5.2	20.5	23.1	53.5	10.4	11.4	4.2	3.4	3.8
PI438223	46.6	7.64	1.47	4.67	7.94	6.54	1.4	3.43	1.25	4.95	18.8	23.1	54.5	7.9	8.5	4.1	2.5	1.8
PI438232	44.5	8.2	1.3	5.6	8.2	5.9	1.3	3.6	1.4	5.1	18.9	23.8	55.6	7.2	9.9	4.2	2.4	1.7
PI438233B	48.2	7.5	1.5	4.3	7.5	6.2	1.4	3.5	1.3	4.9	18.6	22.6	50.3	10.1	12.3	4.2	2.3	1.7
PI438237	44.6	7.53	1.48	4.52	7.63	6.35	1.3	3.59	1.25	5.07	18.6	25.5	56.2	6.6	7.1	4.2	2	2.5
PI438238A	42.8	7.8	1.6	4.9	7.9	6.6	1.4	3.8	1.3	5.1	20.4	22.1	54.4	8.1	7.7	4.5	2.3	3.1
PI438243	46.9	7.5	1.4	4.4	7.6	6.4	1.4	3.4	1.3	5.2	20.3	25.3	53.5	7.8	11.4	4.4	2.5	1.6
PI438245	43.9	7.7	1.6	4.9	7.8	6.5	1.4	3.6	1.3	5	20.8	26.5	51.3	6	9.6	4.3	2.5	2.3
PI438249A	48.3	7.78	1.21	5.1	7.51	6.3	1.4	3.52	1.13	4.56	16.5	24.4	54.4	7.1	10.8	3.8	2.3	2.8
PI438252C	46.8	8.09	1.32	5.28	7.9	6.65	1.5	3.65	1.15	4.72	16.7	23.5	55.1	7.7	10	3.5	4.4	6.1
PI438254A	43	7.7	1.6	4.9	8.2	6.7	1.5	3.8	1.4	5.1	20.5	22.6	52.7	10.3	11.5	4.7	2.9	3.2
PI438254B	43.8	7.8	1.6	5.1	8.2	6.8	1.5	3.8	1.5	5.3	21	25	52.2	9.5	11	4.1	2.9	1.6
PI438258	50	7.66	1.36	4.64	7.83	6.43	1.4	3.38	1.26	5.08	16.3	24.6	54.8	9.1	7.9	4.2	3.6	3
PI438259A	43.7	7.9	1.5	4.8	7.9	6.7	1.4	3.7	1.3	5.2	19.2	25.8	51.8	6.9	10	4.5	2.4	3.2
PI438262	43.8	7.48	1.41	4.61	7.7	6.61	1.4	3.56	1.07	4.92	19.2	23.3	58.1	5.6	9.4	4.4	2.5	3.7
PI438272	42.6	7.5	1.5	4.8	8.1	6.7	1.3	3.7	1.5	5.1	21.1	26	51.9	9.2	11.3	4.6	3.2	3.1
PI438274	42.4	7.7	1.5	4.7	8.1	6.8	1.4	3.7	1.3	4.8	19.9	22.7	52.8	9.1	8.4	3.4	2.3	7.1
PI438284	49.2	7.9	1.5	4.8	8	6.5	1.4	3.6	1.3	5	20.4	24.1	54.1	7.3	8.5	3.8	2.4	1.6
PI438293	43.1	7.5	1.6	4.7	7.9	6.8	1.5	3.6	1.3	5	19.3	22.3	55.1	8.2	9.2	4.3	2.3	3.3
PI438294	41.6	7.3	1.6	4.8	7.8	6.4	1.3	3.7	1.4	5.1	22.7	28.6	49.4	8.6	11.1	3.9	2.2	2.2
PI438295	40.2	7.5	1.5	4.9	8.2	6.9	1.5	3.9	1.2	5	19.5	21.3	53.3	10.3	11.1	4.3	3.5	7.5
PI438302A	44	7.84	1.63	4.81	7.86	6.59	1.5	3.89	1.38	5.21	19.1	25.1	54.2	7	9.5	4.1	3.5	5.5
PI438302B	40	7.2	1.4	4.9	7.6	6.5	1.4	3.8	1.3	4.9	22.7	24.1	55.1	4.2	10.2	3.8	1.7	2.7
PI438309	46.3	7.6	1.5	4.5	7.5	6.5	1.3	3.5	1.3	4.9	18	21.8	53.8	9.3	7.8	4.4	1.5	1.7
PI438310	41.1	7.65	1.5	4.8	8.02	6.63	1.5	3.83	1.13	5.17	19.4	27	52.4	5.1	10.4	4.9	2.7	6.4
PI438315	41.7	7.4	1.7	5	8.2	6.6	1.4	3.8	1.3	5	21.5	22.4	53.5	9.7	10.4	4.1	3.4	4.2
PI438316	43.7	7.5	1.7	4.6	7.6	6.5	1.4	3.6	1.3	5	21	28.8	50.7	4.8	8.9	4.2	2.3	2.2
PI438317	45.6	7.9	1.6	4.8	8.1	6.7	1.4	3.7	1.3	5	18.4	20.4	53.8	10.3	9	4.5	2.2	2.8
PI438319B	44.7	7.6	1.3	5	7.5	6.3	1.4	3.5	1.1	4.7	18.5	23.2	53.8	8.9	12.2	4	2.9	3.4
PI438327	44.1	7.4	1.4	4.6	7.7	6.5	1.3	3.6	1.2	5.1	19.3	22	52.8	10	11.6	3.9	2.7	3.5
PI438333	45.2	7.49	1.28	5.26	8.13	6.1	1.2	3.31	1.34	4.51	17.8	26.2	53.5	7.2	11.9	4.1	3.9	6.2
PI438334A	41.9	7.6	1.6	4.8	7.9	6.6	1.4	3.8	1.3	5.1	19.2	20.4	54.6	9	9.6	4.3	2.8	4
PI438334B	42.4	7.36	1.47	4.57	7.81	6.29	1.4	3.64	1.1	5.06	19.6	24.2	52.6	6.1	10.4	4.9	2.9	4.7
PI438338	47.2	7.4	1.43	4.26	7.56	6.22	1.4	3.36	1.19	4.89	17.8	27.9	52.6	6.2	8.5	4.2	2.4	3
PI438344	43.6	7.3	1.5	4.6	8	6.5	1.4	3.6	1.3	4.8	21.4	25	52	9.4	11.5	4.1	2.9	4.1
PI438369A	41.1	7.2	1.4	4.7	7.8	6.5	1.4	3.8	1.3	5	23.2	26.2	53.7	3.9	9.2	4	1.9	2.2
PI438371	43	7.1	1.5	4.6	7.7	6.3	1.4	3.6	1.2	5	20	20.9	53.6	11.3	11.1	4	3.2	4
PI438376	49	7.6	1.2	4.8	7.6	5.6	1	3.4	1.3	5	18.7	23.2	53.3	8.7	11.7	3.5	2.7	1.3
PI438387	43.9	7.5	1.6	4.6	7.6	6.3	1.4	3.7	1.4	5	20.1	22.1	53.1	10.5	11.4	4.1	2.8	3.2
PI438399	42.9	7.6	1.6	4.8	8.1	6.5	1.4	3.7	1.4	5.1	19.6	26	53.2	9.6	10.6	3.7	3.2	2.8
PI438403	44.8	8	1.3	5.4	7.7	6.4	1.5	3.7	1.2	4.9	18.3	26.8	55	5.8	11.1	4.1	2.9	2.3
PI438404	43.5	7.6	1.6	4.7	7.6	6.5	1.4	3.7	1.4	5.2	20.9	24.2	50.7	9.6	11.5	4.7	2.5	2.3
PI438407	41.7	7.6	1.6	5.1	8	6.6	1.4	3.8	1.3	5.1	20.9	25.3	52.9	7.9	9.7	4.1	2.5	3.6
PI438414	39	7.4	1.6	5.1	8.4	6.9	1.4	3.9	1.3	5.2	21.4	23.8	53.8	8.9	11.2	4.3	3	5.8
PI438415	53	8	1.5	4.7	7.5	6.3	1.4	3.1	1.2	4.7	17.4	27.8	49.8	7.6	11.5	4.4	1.5	1.3
PI438424	44.4	7.6	1.4	4.5	7.9	6.6	1.4	3.5	1.2	4.9	18.4	21	54.7	10.6	10.1	3.9	2.6	4.9
PI438426	50.7	8	1.3	5	7.4	6.1	1.4	3.6	1.1	4.6	14.7	22.6	55.7	8.1	8.8	3.8	3.7	1.8
PI438437	43	7.66	1.32	5.41	7.87	6.65	1.5	3.59	1.15	4.61	17.2	21	56.8	6.3	12.4	4.1	2.5	3.6
PI438439	43.7	7.5	1.3	5	7.7	6.2	1.5	3.5	1.1	4.5	18.1	24.2	58.1	5.9	11.9	4.3	1.9	3.6
PI438444	44	7.6	1.5	4.6	7.9	6.4	1.4	3.7	1.3	5	19.7	24.7	51.8	10.3	12	4.5	3	4.2
PI438453	46.7	7.6	1.5	4.4	7.8	6.3	1.4	3.6	1.3	5	18.8	25.1	52.5	9.5	11.8	4	3	3.6
PI438457	44.3	8.01	1.28	4.72	8.26	6.05	1.2	3.41	1.43	4.56	18.5	24	55.3	5.6	12.3	4.2	4.1	5.6
PI438463	43.8	7.8	1.4	4.8	7.7	6.8	1.4	3.7	1.2	5.2	20	26.2	53.1	5.7	9.3	3.9	2.2	1.7
PI438464	45	7.8	1.5	4.7	7.7	6.8	1.4	3.6	1.3	5.1	18.6	24.2	52.1	7.4	11.1	4.7	2.5	2.8
PI438466	42.3	7.6	1.6	4.8	7.6	6.7	1.4	3.7	1.2	5.1	19.8	23.2	53.1	7.7	10.2	4.8	2.9	3
PI438474	41.9	7.39	1.48	4.66	7.67	6.48	1.5	3.68	1.28	5.14	22.5	29.4	52.5	4.6	9.8	5.4	2.2	3.6
PI438475B	43.4	7.5	1.5	4.6	7.5	6.5	1.4	3.6	1.3	5	22	29.1	48.3	6.1	11	4.5	2.3	0.9
